,Business_Name,BusinessContact_FirstName,BusinessContact_LastName,Business_City,Business_State,PrimaryNAICSCode,Business_ClientID
2488,Stacy Kontrabecki d/b/a: Swampdancer,Stacy,Kontrabecki,Shelburne Falls,MA,"541611, 115310, 541690",20040181
2489,Stacy Kontrabecki d/b/a: Swampdancer,Stacy,Kontrabecki,Shelburne Falls,MA,"541611, 115310, 541690",20040181
2490,Stacy Moore & Associates,Stacy,Moore,Portsmouth,MA,,
2491,"Star Building Services, Inc.",Carmen A.,Familia,Boston,MA,561720,20140015
2493,"Starburst Printing & Graphics, Inc.",Paul,Nunez,Holliston,MA,,19920075
2494,Statewide Cleaning Incorporated,Carlos,Mejia,Roslindale,MA,561720,20150153
2495,"Stay Safe Traffic Products, Inc.",Catherine,Schoenenberger,Westford,MA,423990,20050210
2496,"Stay Safe Traffic Products, Inc.",Catherine,Schoenenberger,Westford,MA,423990,20050210
2499,Stellar Corporation,Swapan,Roy,Lexington,MA,"541511, 541330",20000148
2500,Stellar Corporation,Swapan,Roy,Lexington,MA,"541511, 541330",20000148
2502,StelSSol Consulting,Dorcas,Griffith,Dedham,MA,,20190085
2503,StelSSol Consulting,Dorcas,Griffith,Dedham,MA,,20190085
2504,"Stephen K. Chung, Architect, LLC",Stephen,Chung,Wayland,MA,541310,20150055
2506,"Stephon Construction, LLC",Melisa,Gillings,Brockton,MA,238350,20180202
2507,"Sterland Staffing Solutions, LLC",Alan R. Montero,Williams,Boston,MA,561311,20180175
2508,"Sterling Business Products, Inc. d/b/a: Sterling Printing",Ricky,Malrani,Stoneham,MA,323111,19910134
2509,"Stevens Group, Inc., The",Debra,Stevens,Boston,MA,531210,20090341
2510,"Stevens Group, Inc., The",Debra,Stevens,Boston,MA,531210,20090341
2515,"Stop Loss Insurance Brokers, Inc.",Denise,Doyle,Boston,MA,524210,20060112
2516,"Stop Loss Insurance Brokers, Inc.",Denise,Doyle,Boston,MA,524210,20060112
2517,"Strategic Enterprise Technology, Inc.",Olaniyi,Taiwo,Boston,MA,"541512, 541511",20000126
2518,"Strategic Environmental Services, Inc.",Marsha,Harris,Sutton,MA,"562910, 562111, 562119, 562211, 484220",20010101
2519,"Strategic Environmental Services, Inc.",Marsha,Harris,Sutton,MA,"562910, 562111, 562119, 562211, 484220",20010101
2520,"Strategic Technology Solutions, Inc.",Jennifer,Turcotte,Duxbury,MA,541330,20100271
2521,"Strategic Technology Solutions, Inc.",Jennifer,Turcotte,Duxbury,MA,541330,20100271
2522,"Strategis, LLC",Dolores,Gonsalves-Irish,Stoughton,MA,,20070167
2527,"Structures by Design, Inc.",Edythe,Ambroz,Easthampton,MA,"236115, 236118, 236210, 238310, 238350, 236116, 236220, 541310",20010237
2528,"Studio 2112 Landscape Architecture, Inc.",Lynne,Giesecke,Boston,MA,541320,20110304
2529,"Studio 2112 Landscape Architecture, Inc.",Lynne,Giesecke,Boston,MA,541320,20110304
2530,"Studio 26 Associates, LLC",Anthony,Nganga,Dracut,MA,541310,20170215
2531,"Studio Enee, Inc.",Natasha,Espada,Needham,MA,"541310, 541320, 236118",20150035
2532,Studio J2,Jennifer,Steffek,Lincoln,MA,"541310, 541410",20120321
2533,Studio J2,Jennifer,Steffek,Lincoln,MA,"541310, 541410",20120321
2534,"Studio Luz Architects, Ltd.",Hansy Luz,Better,Boston,MA,"541410, 541310",20060054
2535,"Studio Luz Architects, Ltd.",Hansy Luz,Better,Boston,MA,"541410, 541310",20060054
2536,"Studio Umbra, LLC",Eugenio Fernandez,Ventosa,Quincy,MA,541320,20160302
2537,"Studio Umbra, LLC",Eugenio Fernandez,Ventosa,Quincy,MA,541320,20160302
2538,"Stull & Lee, Inc.",M. David,Lee,Roxbury Crossing,MA,"541310, 541320",20000031
2539,"Stull & Lee, Inc.",M. David,Lee,Roxbury Crossing,MA,"541310, 541320",20000031
2540,"Success Strategies, Inc.",Paula,Stanziani,Quincy,MA,"561410, 541511, 541430",20030374
2541,"Success Strategies, Inc.",Paula,Stanziani,Quincy,MA,"561410, 541511, 541430",20030374
2542,"Sun Specialties, Inc.",Sharon,Walsh,Tewksbury,MA,"541890, 425110, 425120",20030129
2543,"Sun Specialties, Inc.",Sharon,Walsh,Tewksbury,MA,"541890, 425110, 425120",20030129
2545,"Sunshine Restorations, LLC",Julio,Savinon,Lowell,MA,562910,20180152
2546,Supplies Exchange Systems,Harold,Rogers,Dorchester,MA,425120,20030738
2547,Supplies Exchange Systems,Harold,Rogers,Dorchester,MA,425120,20030738
2548,"Supportive Care, Inc.",Jacqueline,Harris,Lawrence,MA,621610,19890086
2549,Supreme Office Cleaning,Naomi,Hollins-Barton,South Easton,MA,"561720, 238990",19980074
2552,"Supreme Staffing Solutions, Inc.",Laura,Gilbert Epstein,Newton,MA,561311,20080294
2553,"Supreme Staffing Solutions, Inc.",Laura,Gilbert Epstein,Newton,MA,561311,20080294
2554,SUR Construction Services Corp.,Claudia,Da Rosa,Leominster,MA,"237310, 238910, 561730, 425120, 532412",20160031
2555,SUR Construction Services Corp.,Claudia,Da Rosa,Leominster,MA,"237310, 238910, 561730, 425120, 532412",20160031
2556,"Surfside Capital Advisors, LLC",Juan Carlos,Morales,Boston,MA,"541611, 541618, 541219",20180242
2557,Susan Jones Moses,Susan Jones,Moses,Hudson,MA,"541320, 541690, 541720, 541613",20010072
2558,Susan Jones Moses,Susan Jones,Moses,Hudson,MA,"541320, 541690, 541720, 541613",20010072
2560,"Suzhou-Chem, Inc.",Joan,Ni,Wellesley,MA,424690,20130053
2562,"Swift Staffing Agency, Inc.",Al M.,Maid,Salem,MA,561320,20020126
2563,"Sydney Sheetmetal, Inc.",Earl,Sydney,Dorchester,MA,238220,20020219
2568,"SYMS Technology, Inc.",Yasmin,Chalisa,Concord,MA,"541512, 541519, 423430, 541511",20150020
2569,"SYMS Technology, Inc.",Yasmin,Chalisa,Concord,MA,"541512, 541519, 423430, 541511",20150020
2570,"Synapse, LLC",Sureel,Bhurat,Boston,MA,,20190102
2573,"Systemize Networks, LLC",Victor,Barros,Stoughton,MA,541519,20170155
2574,"T & J Computer Service, LLC",Tutu,Lam-Melanson,Tyngsborough,MA,"541512, 811212",20060102
2575,"T & J Computer Service, LLC",Tutu,Lam-Melanson,Tyngsborough,MA,"541512, 811212",20060102
2576,"T & T Janitorial Services & Sales, Inc.",Keith,Taylor,Randolph,MA,"561720, 561740",19890053
2577,"T & T Janitorial Services & Sales, Inc.",Keith,Taylor,Randolph,MA,"561720, 561740",19890053
2578,"T & T Steel Erectors, Inc.",Carlyle,Rose,Hyde Park,MA,"238120, 238190",19970261
2579,"T & T Steel Erectors, Inc.",Carlyle,Rose,Hyde Park,MA,"238120, 238190",19970261
2580,"T A C Construction Co., Inc.",Marcos,Corbo,Leominster,MA,"237310, 561730, 238990",19950217
2581,"T A C Construction Co., Inc.",Marcos,Corbo,Leominster,MA,"237310, 561730, 238990",19950217
2582,"T3Networks, Inc.",Geoffrey,Shea,Danvers,MA,541512,20180096
2585,Taibbi Equipment Corp.,Lynne,Taibbi,Wakefield,MA,"532412, 238910, 561790",20010024
2586,Taibbi Equipment Corp.,Lynne,Taibbi,Wakefield,MA,"532412, 238910, 561790",20010024
2587,"Taireiki Wellness Center, LLC",Ivor,Edmonds,Brighton,MA,611519,20180093
2588,"Talevi and Haesche, LLC",Mary Jane,Haesche,West Brookfield,MA,541330,20070300
2589,"Talevi and Haesche, LLC",Mary Jane,Haesche,West Brookfield,MA,541330,20070300
2591,"Tandem Technologies, LLC",Fernando,Ubidia,Ludlow,MA,541330,20030122
2592,"Tango Construction, Inc.",Grecco,Alonso,Fitchburg,MA,"237310, 238910, 541690, 425120, 541611",20120174
2593,"Tango Construction, Inc.",Grecco,Alonso,Fitchburg,MA,"237310, 238910, 541690, 425120, 541611",20120174
2596,Tantar Corp. d/b/a: Optamark Printing & Marketing,Nisha,Gosalia,North Attleboro,MA,"323111, 541511, 541430, 541860, 541890",20150112
2597,Tantar Corp. d/b/a: Optamark Printing & Marketing,Nisha,Gosalia,North Attleboro,MA,"323111, 541511, 541430, 541860, 541890",20150112
2598,Tantara Associates Corporation,Dawn,Dearborn,Worcester,MA,"237310, 562910, 236210, 236220",20020436
2599,Tantara Associates Corporation,Dawn,Dearborn,Worcester,MA,"237310, 562910, 236210, 236220",20020436
2600,"Tara Construction, Inc.",Pedro,Pirez,Boston,MA,"238350, 238130",20050007
2601,"Tartt's Management Associates, Inc. d/b/a: TMA Staffing",Wanda,Geer,Boston,MA,561320,20170049
2603,"Taylor & Burns, Inc.",Carol,Burns,Boston,MA,"541310, 541420",20010032
2604,"Taylor & Burns, Inc.",Carol,Burns,Boston,MA,"541310, 541420",20010032
2605,Taylor Made Construction Corp.,Jeffrey A.,Taylor,Worcester,MA,"236118, 238130, 238350, 238160, 238190, 238990, 238910, 488490",20140044
2606,"Taylor Smith Group, LLC, The",Lawrence R.,Smith,Boston,MA,"531210, 531312, 541618",20140080
2608,"TBM Consulting, LLC",Tameka,Moss,Jamaica Plain,MA,541618,20170234
2610,"Tcognition, Inc.",Manoj,Shinde,Boston,MA,541512,20050228
2616,"Tech Wave Group, LLC",Ryan,Brathwaite,Dedham,MA,541511,20130224
2621,"Techquisite, Inc.",Shawn,Haynes,Bridgewater,MA,"541511, 611420",20070320
2622,"TEK Building Services, Inc.",Tymara,Barton,Randolph,MA,,20190008
2625,Terra Firma Real Estate Group,Erick E.,Lara,Haverhill,MA,"531390, 531311, 531312",20040232
2626,"Terraink, Inc.",Kellie Anne,Connelly,Arlington,MA,541320,20110238
2627,"Terraink, Inc.",Kellie Anne,Connelly,Arlington,MA,541320,20110238
2629,Terva Corporation,Vamshidhar,Thakkallapalli,Whitinville,MA,541330,20180118
2631,TFJ Management Services,Tamba,Johnny,Dorchester,MA,"531311, 531312, 238220, 492210",19920268
2632,TFJ Management Services,Tamba,Johnny,Dorchester,MA,"531311, 531312, 238220, 492210",19920268
2636,Theodore Webster d/b/a: Centaur Trucking,Theodore,Webster,Dorchester,MA,484110,20150104
2637,Theresa Leung-Foti Financial Services,Theresa,Leung,Westford,MA,,20190185
2638,"Thervo Technologies, Inc.",Therveland,Derosier,Cambridge,MA,,20190150
2641,"Thomas Barriers, LLC",Helen,Grilli,Framingham,MA,"532411, 423860",20130216
2642,"Thomas Barriers, LLC",Helen,Grilli,Framingham,MA,"532411, 423860",20130216
2643,"Thomas Construction Co., Inc.",Frank,Thomas,Dorchester,MA,"236116, 236220, 238350",20010276
2644,"Thomas Construction Co., Inc.",Frank,Thomas,Dorchester,MA,"236116, 236220, 238350",20010276
2645,Thomasina Holloman d/b/a: HomeCare Hands,Thomasina,Holloman,Springfield,MA,621610,20180046
2646,"Thome Legacy Enterprises, LLC",Isaiah,Wathome,Boxborough,MA,,20190032
2648,"Titan Roofing, Inc.",Fred,Pazmino,Springfield,MA,238160,19990005
2649,"TLC Custom Design, LLC",Thang,Lam,Wakefield,MA,,20180277
2650,TLC GEL-TRON INT'L CORP,Trina L.,Cardello,Agawam,MA,423690,20170156
2651,Todd McGhee d/b/a: 508 Group,Todd,McGhee,Attleboro,MA,"541990, 611430",20170175
2652,Todd Tsiang,Todd,Tsiang,Newtonville,MA,541410,20130044
2653,"Tomo360, LLC",Susu,Wong,Wilmington,MA,"541613, 541511, 541519, 541611",20160041
2654,"Tomo360, LLC",Susu,Wong,Wilmington,MA,"541613, 541511, 541519, 541611",20160041
2656,"Tony's Transportation, Inc.",Anthony,Michaux,Boston,MA,"485991, 485111",20060292
2657,"Tools Unlimited, Inc.",Kerry Ann,Pires,Stoughton,MA,423710,20000252
2658,"Tools Unlimited, Inc.",Kerry Ann,Pires,Stoughton,MA,423710,20000252
2659,"Topaz Business Solutions, Inc. d/b/a: Sears Maid Services",Deepa,Moses,Shrewsbury,MA,561720,20170163
2660,"Topologe, LLC",Alejandro,Sarmiento,Burlington,MA,541512,20090477
2661,"Topologe, LLC",Alejandro,Sarmiento,Burlington,MA,541512,20090477
2664,Total Mechanical Service Corp.,Darin H.,Yee,Plymouth,MA,"238990, 238220",19860002
2665,Total Mechanical Service Corp.,Darin H.,Yee,Plymouth,MA,"238990, 238220",19860002
2669,"Town Sanitation, Inc.",Annette,Munson,Seekonk,MA,562991,20050134
2670,"Town Sanitation, Inc.",Annette,Munson,Seekonk,MA,562991,20050134
2671,"Trafinfo Communications, Inc.",Sudhir,Murthy,Woburn,MA,"541330, 541512, 541614, 811213, 423690",20020068
2672,"Trafinfo Communications, Inc.",Sudhir,Murthy,Woburn,MA,"541330, 541512, 541614, 811213, 423690",20020068
2673,"Transcend Maintenance Services, Inc.",Diana,Young,Burlington,MA,561720,20140124
2674,"Transcend Maintenance Services, Inc.",Diana,Young,Burlington,MA,561720,20140124
2675,"Transfluenci, LLC",Barbara J.,Rodriguez,East Longmeadow,MA,541930,20070193
2681,"Transition House, Inc.",Risa,Mednick,Cambridge,MA,"624221, 624190",20050227
2690,"Trilogy Insurance Group, Inc.",Heidi,Scheller,Hingham,MA,524210,20080186
2691,"Trilogy Insurance Group, Inc.",Heidi,Scheller,Hingham,MA,524210,20080186
2693,"Trinity Health Services, Inc.",Romanus,Ajaero,Waltham,MA,"561320, 622110, 623110, 623210, 623220, 623990, 624120",20010232
2697,"Troutrun, Inc.",Lauri,Trout,North Attleborough,MA,541922,20000027
2698,"Troutrun, Inc.",Lauri,Trout,North Attleborough,MA,541922,20000027
2704,"Tsiang Engineering, Inc.",Donald,Tsiang,West Newton,MA,541330,19820003
2706,"U.S. Bedding, Inc.",David,Nguyen,Fall River,MA,337910,20160338
2708,UHURU Outfitters,Tiffany,Cross,Fitchburg,MA,"423310, 423330",20140075
2709,UHURU Outfitters,Tiffany,Cross,Fitchburg,MA,"423310, 423330",20140075
2710,"Umagen, LLC",Umamaheswari,Ananth,Shrewsbury,MA,"541690, 541714",20180117
2711,"Unic Pro, Inc.",Lilian,Radke,Shrewsbury,MA,561720,20100404
2712,"Unic Pro, Inc.",Lilian,Radke,Shrewsbury,MA,561720,20100404
2713,"Unified Family & Youth Network, Inc.",Blessing,Rogers,Brockton,MA,"624110, 624190",20120248
2714,"Unified Family & Youth Network, Inc.",Blessing,Rogers,Brockton,MA,"624110, 624190",20120248
2721,"United Housing Management, LLC",Robert F.,Gundersen,Boston,MA,531311,20090044
2723,"United Stone and Site, Inc.",Patricia,Boyden-Francescon,Canton,MA,"238140, 238190",20070351
2724,"United Stone and Site, Inc.",Patricia,Boyden-Francescon,Canton,MA,"238140, 238190",20070351
2725,"United Walls Systems, LLC",Santiago,Fernandez,Fitchburg,MA,"238310, 237310, 562910",20080188
2726,Universal Plastics Corporation,Jay,Kumar,Holyoke,MA,333249,20150207
2727,"Unlimited Removal and Demolition, Inc.",Esteban Lake,Acosta,Marblehead,MA,238910,20070332
2729,"Urban Culture Institute, LLC",Christina,Lanzl,Boston,MA,711510,20160125
2730,"Urban Culture Institute, LLC",Christina,Lanzl,Boston,MA,711510,20160125
2731,"Urban Edge Housing Corporation, Inc.",Susan,Davy,Roxbury,MA,624229,19990175
2732,"Urban Habitat Initiatives, Inc.",Kimberly,Vermeer,Boston,MA,541690,20020015
2733,"Urban Habitat Initiatives, Inc.",Kimberly,Vermeer,Boston,MA,541690,20020015
2734,"Urban Idea Lab, LLC",Etty,Padmodipoetro,Boston,MA,541310,20150283
2735,"Urban Idea Lab, LLC",Etty,Padmodipoetro,Boston,MA,541310,20150283
2737,US Eco Products Corporation,Doreen,Blades,West Newbury,MA,"424690, 424990, 423850",20090442
2738,US Eco Products Corporation,Doreen,Blades,West Newbury,MA,"424690, 424990, 423850",20090442
2739,US Eco Products Corporation,Doreen,Blades,West Newbury,MA,"424690, 424990, 423850",20090442
2742,"US Interpretation & Consulting Services, LLC",Yingjie,Abel,Carlisle,MA,,20190031
2744,"Usability Resources, Inc.",Kathleen,Aubrey,Bedford,MA,541511,20020239
2745,"Usability Resources, Inc.",Kathleen,Aubrey,Bedford,MA,541511,20020239
2746,"Utility Construction & Consulting, Inc.",Fernando,DaCruz,West Springfield,MA,"238990, 541990, 236118, 237990, 237110",20110028
2747,"Utility Construction & Consulting, Inc.",Fernando,DaCruz,West Springfield,MA,"238990, 541990, 236118, 237990, 237110",20110028
2749,Uzoma Care Corporation d/b/a: Home Instead Senior Care,Val,Uzoma,Norwood,MA,561311,20090169
2750,"V&S Finishing, Inc.",Suzette,Thibeault,Fitchburg,MA,"238310, 238130, 238320",20140245
2751,"V&S Finishing, Inc.",Suzette,Thibeault,Fitchburg,MA,"238310, 238130, 238320",20140245
2752,"Vaidya Consultants, Inc.",Surendra R.,Vaidya,Wilmington,MA,"541330, 541620, 236220",19890138
2753,VAL Industrial Insulation Co.,Danny L.,Valdez,Worcester,MA,238310,19930319
2754,Vanguard General Services Corporation,Ernest,Washington,Roxbury,MA,561720,20060164
2755,"Vanguard Parking Services, Inc.",Ernest E.,"Washington, Jr.",Roxbury Crossing,MA,812930,19880132
2756,"Vanguard Parking Services, Inc.",Ernest E.,"Washington, Jr.",Roxbury Crossing,MA,812930,19880132
2759,Varada Properties,Raja,Bathan,Malden,MA,"531210, 531311, 541618",20180130
2760,"Varandas & Sons Construction, Inc.",Natalia,Varandas,Ludlow,MA,237310,20040116
2761,"Varandas & Sons Construction, Inc.",Natalia,Varandas,Ludlow,MA,237310,20040116
2762,"VAV International, Inc.",Semoon,Oh,Woburn,MA,541330,19970041
2763,"VAV International, Inc.",Semoon,Oh,Woburn,MA,541330,19970041
2767,"Venilia Gardens, Inc.",Celina,Pina,New Bedford,MA,624190,20000035
2769,"Venus Capital Management, Inc.",Vikas,Mehrotra,Boston,MA,523930,20050193
2771,"Verdant Landscape Architecture, Inc.",Katya,Podsiadlo,Brookline,MA,541320,20170111
2772,"Verdant Landscape Architecture, Inc.",Katya,Podsiadlo,Brookline,MA,541320,20170111
2774,"Vernance, LLC",Pedro,Marcano,Walpole,MA,"541511, 541512, 541513, 541519, 541690, 541990, 541211",20140117
2775,"Vernance, LLC",Pedro,Marcano,Walpole,MA,"541511, 541512, 541513, 541519, 541690, 541990, 541211",20140117
2778,"Victory Human Services, Inc.",Albert,Senesie,Dorchester,MA,623220,20010243
2779,"Vigil Electric Company, Inc.",Jerome,Vigil,Hyde Park,MA,"238210, 237310",19870094
2780,"Vigil Electric Company, Inc.",Jerome,Vigil,Hyde Park,MA,"238210, 237310",19870094
2781,"Vine Homecare & Staffing, Inc.",Emmanuel,Ejiofor,Danvers,MA,561320,20120064
2782,"Vinmark Group, Inc.",Harsha,Venkatesh,Westford,MA,"541611, 541512",20130291
2783,"Vinmark Group, Inc.",Harsha,Venkatesh,Westford,MA,"541611, 541512",20130291
2786,"Vision's Sown, An Ancient Baking Company, Inc.",Tonya Claire,Johnson,Roxbury Crossing,MA,"311821, 311812",20120130
2787,"Vista Higher Learning, Inc.",Jose A.,Blanco,Boston,MA,511130,20160155
2791,"VMA Electric, Inc.",Victor M.,Archila,Marlborough,MA,238210,20110024
2797,"Voltrek, LLC",Kathleen,Connors,Andover,MA,238290,20140284
2798,"Voltrek, LLC",Kathleen,Connors,Andover,MA,238290,20140284
2801,VSB Contracting Corp.,Carlos,Vizarreta,Quincy,MA,"238320, 238130",20050035
2802,VSB Contracting Corp.,Carlos,Vizarreta,Quincy,MA,"238320, 238130",20050035
2803,W D I Appraisal Service,Howard C.,Peart,Jamaica Plain,MA,541990,20050248
2804,W&T Construction,Ian,Wade,Brockton,MA,"236118, 238330, 236116, 238320, 238140, 236115",20150227
2805,W&T Construction,Ian,Wade,Brockton,MA,"236118, 238330, 236116, 238320, 238140, 236115",20150227
2806,"W. A. Design, LLC d/b/a: Wild Apple Design Group",Amy,Scott,Springfield,MA,"541512, 541613, 541430",20130148
2807,"W. A. Design, LLC d/b/a: Wild Apple Design Group",Amy,Scott,Springfield,MA,"541512, 541613, 541430",20130148
2809,"W.J. Hoey Tire Co., Inc.",Michele,Sloan,Worcester,MA,"811111, 811198, 488410",20080079
2810,"W.J. Hoey Tire Co., Inc.",Michele,Sloan,Worcester,MA,"811111, 811198, 488410",20080079
2811,"W.S. Anderson, Inc.",Warren,Anderson,Brockton,MA,"238210, 238350, 236220",20030769
2812,"W.S. Anderson, Inc.",Warren,Anderson,Brockton,MA,"238210, 238350, 236220",20030769
2813,"Waltech, Inc.",Harsh,Walia,Westborough,MA,,20040409
2814,"WampWorx, LLC",Paula,Peters,Mashpee,MA,"236220, 562910, 236115, 236118, 236116",20070372
2815,"WampWorx, LLC",Paula,Peters,Mashpee,MA,"236220, 562910, 236115, 236118, 236116",20070372
2816,"Wang Commissioning, LLC",Ivy,Wang,Needham,MA,"541350, 541990, 561790, 541330",20160118
2821,Wayne D. Lopes d/b/a: Wayne D. Lopes Grading,Wayne D.,Lopes,Marshfield,MA,238910,20090005
2822,Wayne D. Lopes d/b/a: Wayne D. Lopes Grading,Wayne D.,Lopes,Marshfield,MA,238910,20090005
2823,"Wayside Professionals, Inc.",Denise,Dunne-Fushi,Sudbury,MA,"561311, 561320",20030233
2824,"Wayside Professionals, Inc.",Denise,Dunne-Fushi,Sudbury,MA,"561311, 561320",20030233
2826,"Webject Systems, Inc.",Madhusudana,Rao,Bridgewater,MA,"541511, 541512, 541519",20010163
2827,"Welch Associates Land Surveyors, Inc.",Pamela,Welch,West Bridgewater,MA,541370,19970211
2828,"Welch Associates Land Surveyors, Inc.",Pamela,Welch,West Bridgewater,MA,541370,19970211
2830,"Wescon Personal Protection, Inc.",Mark,Conrad,Stoughton,MA,561612,20170156
2831,"West Branch Capital, LLC",Ayaz,Mahmud,Amherst,MA,523930,20150091
2832,"West End Day Nursery of New Bedford, Inc.",Harold,Morton,New Bedford,MA,624410,19850058
2834,"Westcarb Enterprises, Inc.",Morrell,Thomas,Springfield,MA,"425120, 561730, 236118",20090323
2835,"Westcarb Enterprises, Inc.",Morrell,Thomas,Springfield,MA,"425120, 561730, 236118",20090323
2836,"Westnet, Inc.",Gordon,Thompson,Canton,MA,423450,19940226
2837,"Westnet, Inc.",Gordon,Thompson,Canton,MA,423450,19940226
2838,"Westport Curbsetters, Inc.",Sandra,Gosson,Westport,MA,"238140, 238990",20090085
2839,"Westport Curbsetters, Inc.",Sandra,Gosson,Westport,MA,"238140, 238990",20090085
2840,"Westview Building Company, Inc.",Nicquearl,Langley,Dorchester,MA,238130,20160085
2841,"Westview Building Company, Inc.",Nicquearl,Langley,Dorchester,MA,238130,20160085
2843,White Glove Cleaning,Chandler,Daniels,Springfield,MA,"561210, 561720, 238320",20180167
2844,"White Lion Brewing Company, LLC, The",Raymond,Berry,Springfield,MA,424810,20130268
2845,"Whittier Street Health Center Committee, Inc.",Frederica M.,Williams,Roxbury,MA,621498,19850070
2852,"Williams Electric, LLC",Dexter,Williams,Waltham,MA,238210,20030077
2853,"Williamson Engineering, LLC",John,Williamson,Chelmsford,MA,236210,20090428
2854,"Williamson Engineering, LLC",John,Williamson,Chelmsford,MA,236210,20090428
2855,"Willie F. Jones Contracting Construction & Trucking Co., Inc.",Willie F.,Jones,Mattapan,MA,484110,19990246
2856,"Willow Tree Outdoor, LLC",Katie,Pacheco,Belchertown,MA,561730,20130311
2857,"Willow Tree Outdoor, LLC",Katie,Pacheco,Belchertown,MA,561730,20130311
2858,Willows Cranberries,Roseann,DeGrenier,Wareham,MA,"111334, 115114, 424480",20020093
2859,"Windwalker Group, LLC f/k/a: Taino Consulting Group, LLC",Herby,Duverne,Boston,MA,"541519, 541612, 561612, 541990, 541511, 541512, 541513",20100060
2860,"Windwalker Group, LLC f/k/a: Taino Consulting Group, LLC",Herby,Duverne,Boston,MA,"541519, 541612, 561612, 541990, 541511, 541512, 541513",20100060
2861,"Windward Power Systems, Inc.",Nathan,Tynan,Fairhaven,MA,811310,20150300
2863,"Wiseiye, Inc.",Josie,Haywood,Boston,MA,"541519, 541618",20180049
2864,"Women In The Industry, Inc.",Karen,Brodie,Hyde Park,MA,"454310, 238910, 424720, 454390, 484220, 561730, 236115, 238310, 238130, 238350, 237110, 238990",20070323
2865,"Women In The Industry, Inc.",Karen,Brodie,Hyde Park,MA,"454310, 238910, 424720, 454390, 484220, 561730, 236115, 238310, 238130, 238350, 237110, 238990",20070323
2868,Woodchuck's Building & Home Center,Robert L.,Dickerson,Dorchester Center,MA,425120,20010202
2869,"Worcester Medical Transportation, LLC",Alvin,Amechi,Worcester,MA,485991,20110086
2870,"Workplace Resource, Ltd",Claudia A.,Russo,Worcester,MA,"423210, 238390, 541410",20000147
2871,"Workplace Resource, Ltd",Claudia A.,Russo,Worcester,MA,"423210, 238390, 541410",20000147
2875,Wright Photo Studios,Matthew,Wright,Worcester,MA,"541922, 541921",20160022
2876,"Wyckliffe Group, LLC, The",Alexander,Chu,Charlestown,MA,541611,20160321
2878,"Xanadu Home Health, LLC",Michelle,Allioth,Middleborough,MA,621610,20170063
2881,"xFact, Inc.",Amit K.,Banerji,North Andover,MA,"541511, 541513, 541519, 561210",20160264
2882,"XpertTech, Inc.",Vinita,Pandey,Woburn,MA,"541512, 561311",20020395
2883,"Yang Architects, LLC",Tyrone,Yang,Somerville,MA,541430,20180214
2884,"Yaris Accounting, Consulting & Multiservice",Yarisbeth,Guzman,Worcester,MA,"541219, 541213",20160216
2885,YES MAM!,Maureen,McAlinden,South Lyon,MA,,
2887,"Yorbologic, LLC",Anusha,Aiyaloo Kannan,North Andover,MA,541511,20130147
2888,"You Good Construction, LLC",Jeffrey,Vicente,Andover,MA,,20190009
2889,"Younger Brothers Construction, LLC",Clyde,Younger,Watertown,MA,"425120, 423310, 423320, 423610, 423720",20120011
2890,"Younger Brothers Construction, LLC",Clyde,Younger,Watertown,MA,"425120, 423310, 423320, 423610, 423720",20120011
